<<<<<<< HEAD
url,response_time,html_content_length,error_message_flag,is_malicious,response_time_norm,content_length_delta
http://localhost:8080/login.php,1.0,0.0,0,0,1.0,0.0
http://localhost:8080/login.php,0.61962028840265,0.0,0,1,0.6196202884026502,0.0
http://localhost:8080/login.php,0.2737598129280107,0.0,0,1,0.2737598129280107,0.0
http://localhost:8080/login.php,0.5814264239184901,0.0,0,0,0.5814264239184901,0.0
http://localhost:8080/login.php,0.07555258615889981,0.0,0,1,0.07555258615889984,0.0
http://localhost:8080/login.php,0.12694170703190238,0.0,0,1,0.12694170703190236,0.0
http://localhost:8080/login.php,0.3677968932687489,0.0,0,0,0.367796893268749,0.0
http://localhost:8080/login.php,0.06458437726184513,0.0,0,1,0.06458437726184511,0.0
http://localhost:8080/login.php,0.5371638550192082,0.0,0,1,0.5371638550192083,0.0
http://localhost:8080/login.php,0.10049551806692275,0.0,0,0,0.10049551806692278,0.0
http://localhost:8080/login.php,0.05784755859918711,0.0,0,1,0.05784755859918713,0.0
http://localhost:8080/login.php,0.1272757641556705,0.0,0,1,0.12727576415567052,0.0
http://localhost:8080/login.php,0.18016814208562998,0.0,0,0,0.18016814208562998,0.0
http://localhost:8080/login.php,0.036634931239908686,0.0,0,1,0.03663493123990869,0.0
http://localhost:8080/login.php,0.046767997327543,0.0,0,1,0.04676799732754301,0.0
http://localhost:8080/login.php,0.04287066421691438,0.0,0,0,0.04287066421691437,0.0
http://localhost:8080/login.php,0.0,0.0,0,1,0.0,0.0
http://localhost:8080/login.php,0.04275931184232501,0.0,0,1,0.04275931184232504,0.0
http://localhost:8080/login.php,0.011023885084349372,0.0,0,0,0.011023885084349372,0.0
http://localhost:8080/login.php,0.06436167251266633,0.0,0,1,0.06436167251266633,0.0
http://localhost:8080/login.php,0.003953009297923249,0.0,0,1,0.0039530092979232784,0.0
http://localhost:8080/login.php,0.15216301987639885,0.0,0,0,0.15216301987639885,0.0
http://localhost:8080/login.php,0.1574522576693947,0.0,0,1,0.1574522576693947,0.0
http://localhost:8080/login.php,0.053950225488558545,0.0,0,1,0.053950225488558545,0.0
=======
actions_after_login_count,attempts_per_minute,auth_result,avg_time_between_attempts,distinct_ips_60m,distinct_user_agents_60m,distinct_usernames_attempted,entropy_of_username,event_id,fail_count_15m,fail_count_5m,fail_count_60m,fail_success_ratio,geolocation_change_flag,ip_address_anon,is_anomalous,is_bruteforce_candidate,login_hour_local,session_duration_seconds,session_ip_variation_flag,succ_count_60m,suspicious_ip_flag,timestamp,username_anon,velocity_score,weekday
0,3540,success,18.388697216666667,24,4,2,3.202819531114783,2777f626-8fc5-4e7c-aea0-c95666e4c115,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0.0,1,17,0,2025-11-03T11:02:37.993853,f7f2a7403de0fd5a,1.0,0
0,291501.97628458496,failure,18.388697216666667,24,4,2,3.202819531114783,03c94df6-3ddf-4faf-9df5-e696d94b8a0b,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.005997,f7f2a7403de0fd5a,1.0,0
0,177123.98679075352,failure,18.388697216666667,24,4,2,3.202819531114783,2c39184f-ae98-4ab0-9215-080382a053e2,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.013839,f7f2a7403de0fd5a,1.0,0
0,142328.72306207786,failure,18.388697216666667,24,4,2,3.202819531114783,761aba81-4ca8-472b-bcaf-bb46cae93446,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.018725,f7f2a7403de0fd5a,1.0,0
0,121528.37378557451,failure,18.388697216666667,24,4,2,3.202819531114783,0a4042c7-a0ff-452a-9501-9fdc0391d8d0,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.022982,f7f2a7403de0fd5a,1.0,0
0,78407.05220492148,failure,18.388697216666667,24,4,2,3.202819531114783,9a6614ff-af65-46ef-9376-51958e88bdce,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.039002,f7f2a7403de0fd5a,1.0,0
0,74170.29835735836,failure,18.388697216666667,24,4,2,3.202819531114783,077613e1-ca9a-4236-beb5-2d64a7c34e75,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.041581,f7f2a7403de0fd5a,1.0,0
0,70302.25999920562,failure,18.388697216666667,24,4,2,3.202819531114783,d753d2c0-33e3-4894-b17a-f4d203d1f0d1,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.044207,f7f2a7403de0fd5a,1.0,0
0,67097.556814951,failure,18.388697216666667,24,4,2,3.202819531114783,56414a7e-b88c-49f0-8c95-c4e86ddb555d,44,44,44,2.588235294117647,0,696adbc590eb15c1,0,0,11,0,0,17,0,2025-11-03T11:02:38.046612,f7f2a7403de0fd5a,1.0,0
0,63348.90213131476,failure,18.388697216666667,24,4,2,3.202819531114783,d5b71d09-d6bc-4488-8c52-11a9b205cc50,44,44,44,2.588235294117647,0,696adbc590eb15c1,1,1,11,0,0,17,0,2025-11-03T11:02:38.049734,f7f2a7403de0fd5a,1.0,0
